number,Questions,Answers,Texts,Score
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,insertion deletion involved singly leaving room error complex algorithm,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,need memory store previous pointer,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,node take memory node singly,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,keep consider predecessor successor connection inserting deleting,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,node requires extra node requires memory difficult insert remove individual node,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,double list require space per node elementary operation expensive,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,difficult delete create node,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,use memory make 2 pointer update 2 pointer time change,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,node take memory,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,node requires extra pointer space requirement increased insertion deletion node take longer pointer operation,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,little confusing special case end beginning become difficult,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,increased action add remove element,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,inserting deleting double involved special case beginning end,3.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,disadvantage hard remove item,2.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,node requires extra pointer taking storage insertion deletion require pointer operation,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,twice many pointer element therefore memory used,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,process adding removing node complex,3.5
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,double list require space per node elementary operation expensive,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,1 node requires extra pointer requiring space 2 insertion deletion node take bit longer pointer operation,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,take twice storage needed,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,using pointer enable backward movement take memory pointer make slightly work add remove node,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,increased memory requirement slightly complicated modifying element,5.0
7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,extra space required store back pointer,answered,0.0
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure storing item accessed last first order implemented three way,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,abstract data type based principle last element inserted first element removed,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,store set element particular order,2.0
8.1,What is a stack?,data structure store element property last item added first removed last first,at whose recently inserted item first item removed retrieved property called last first lifo item enter leave top,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,list top last item added modified,4.5
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure us push insert item pop remove ad item use last first structure inserting removing item,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure store data using lifo,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,similar array allow random access stack allow user retrieve last item put last fist,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,store set element particular order principle last first mean last element inserted first one removed,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,at store set element particular order,2.5
8.1,What is a stack?,data structure store element property last item added first removed last first,data type store set element certain order last first,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure move element last first,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,store set element last first order,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,list added removed top,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,abstract data type operates last first basis storing list object support least pure peeking element without removing rest first,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,store set element particular order based principle last first lifo,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,object list store element particular order first object inserted bottom last object top first object last object,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,at store set element particular order principle lifo last item inserted list first,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,abstract data type store set element particular order,2.5
8.1,What is a stack?,data structure store element property last item added first removed last first,collection data executed order last first,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure allows data member added removed one time order last first structure,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,store set element particular order,2.0
8.1,What is a stack?,data structure store element property last item added first removed last first,list element first one removed last one inserted,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,data structure put element list allows user access last element,4.5
8.1,What is a stack?,data structure store element property last item added first removed last first,finite ordered list zero element,2.0
8.1,What is a stack?,data structure store element property last item added first removed last first,storage container hold object certain order lifo priority,5.0
8.1,What is a stack?,data structure store element property last item added first removed last first,stack type container adaptor specifically designed operate lifo context last first element inserted extracted end container,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,push insert element top pop remove last inserted element,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop function push function,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,push insert item pop remove item,5.0
8.2,What are the two main functions defined by a stack?,push pop,adding new item removing item,5.0
8.2,What are the two main functions defined by a stack?,push pop,push insert pop retrieve,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop push,5.0
8.2,What are the two main functions defined by a stack?,push pop,push add element pop remove element,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop push,5.0
8.2,What are the two main functions defined by a stack?,push pop,push add item pop pull last item added array,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop push,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop push put object list pop take last object,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,push add element pop take element,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop add remove data respectively,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop remove item push insert element,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop push,5.0
8.2,What are the two main functions defined by a stack?,push pop,pop push,5.0
8.2,What are the two main functions defined by a stack?,push pop,push add item top pop remove top item,5.0
8.2,What are the two main functions defined by a stack?,push pop,push pop push add given node top leaving previous node pop remove return current top node,5.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,fixed size add delete element end use pointer keep track last element added time add delete element update pointer check equal max size,5.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,implementing pre defined size bottom element stored element 0 last element stored top increment top element pushed decrement item popped,5.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,use dynamically allocated must provide destructor copy constructor,3.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,create int value store head increment top one element pushed decrement popped,5.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,use pointer always point end list push pop modification,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,used add element add end remove item end also,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,predetermine size would type grow,2.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,declare variable point last item increase item pushed onto decrease item popped top,5.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,allocate size bottom element stored element last index top increment top one element pushed decrement pop,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,allocate pre defined bottom element stored element 0 last index head,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,make make bottom spot 0 make last spot top increment top ad,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,treat beginning beginning,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,use index value called top keep track last element,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,create pointer point next list item,2.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,efficiency easiest left right method right item one retrieved pop performed push place object furthest element,3.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,create based pre defined size n element n bottom element stored element 0 last index top increment top one element pushed decrement pop,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,element added last element added end element popped take last element,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,allocate pre defined size bottom element stored element 0 last index top increment top one element pushed,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,create size n n one element pushed n one element popped,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,define keep track pointer last element item added,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,allocating predetermined size integer track top element bottom member go element 0 element pushed top tracking integer incremented,4.5
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,allocate size bottom element stored element 0,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,store keep mind first element,3.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,keep track last item entered allow user access part,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,using array pushing one int time get end,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,max number element allocating number element storing element starting 0 keeping track many element currently list,4.0
8.3,How can you implement a stack with an array?,keep top stack toward end array push pop operation add remove element right side array,usually hold bunch item type therefore u use hold content integer top hold index element top u choose size sequence operation used u decide data type needed data structure,3.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,add element end linked update pointer called top time modify,3.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,head pointer point element recently pushed onto pop function change head pointer point next last element remove element head pointer previously pointed,5.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,implementation using single linked operation performed 1 push function insertion pushing element similar insertion element end single linked see function insert end program operation single linked 2 pop function deletion popping element similar deletion element end single linked see function delete end program operation single linked 3 display function displaying element,4.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,using node keep track head using push pop create needed,4.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,use head top modify head push pop push would add new item head pop would remove item head,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,changing pointer first element new item move pointer top next item removing item,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,dynamically create space grows long need,2.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,declare pointer point head linked add remove node beginning,5.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,creating linked add element top pushing deleting element popping,4.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,singly linked already lot like depends way address moving head,3.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,make make bottom head add end make end top,3.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,use add function beginning remove pop,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,use head top push pop node head,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,create node based point next item,1.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,head last item added push add new head,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,create new pop element needed push remove item unless empty top item head last item end,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,adding element end link element popping element take last element set previous one end,3.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,using array linked use pointer point element node next element use pointer becomes linked,2.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,element inserted removed head header node current pointer,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,use linked keep track pointer point first item,4.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,singly linked already easily used lifo data storage member simply pushed popped first item last,4.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,using pointer,1.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,top first pointer,3.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,keep pointer pointing last element entered front array move pointer back delete element,2.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,using linked pushing node contains int get end linked,2.5
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,linked push add item onto beginning pop remove first element,5.0
8.4,How can you implement a stack with a list?,keep top stack pointing head linked list push pop operation add remove element beginning list,using linked one way handle essentially number element usually convenient put data structure module thus want create file h c,2.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,constrained fix size fall take memory node least two part item pointer,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,stack create limited size increase decrease size needed,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,prevents push operation adding item stack stack size limit size reached base much simpler write fixed size,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,faster easier keep track le complexity code,2.5
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,use fixed size like would,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,usually linked fixed size know want set max size better,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,allows flexibility size stack,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,linked list implementing stack limited set number element,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,since big 1 efficient,3.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,linked way moved along without iteration,3.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,size determined,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,linked take le memory scalable,3.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,grown dynamically head node easily accessible,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,node easier work traversed easier,3.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,lower processing overhead nearly unlimited space due linked design,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,grow shrink dynamically unlike fixed size,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,array become full list grow shrink needed,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,base implementation one main reason fixed size,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,linked requires extra space store pointer space allocated dynamically take time,2.5
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,link make pushing element easier limit memory number element,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,much easier implement allows stack scale necessary therefore,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,requires le memory increasing size sizeable waste storage time,3.5
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,stack would need pre determine size increase decrease size however want,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,flexible,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,would think would better change pointer node add remove thing stack,4.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,much flexible easier use doesnt need max size defined made,5.0
8.5,"Which implementation  array-based vs. list-based  is preferred, and why?",link based dynamic size constraint,hold size long u specify,1.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,converted post fix still follow order precedence operator,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,first converted postfix,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,cannot evaluated must first convert postfix expression evaluate,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,using parenthesis order expression,2.5
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,postfix notation,4.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,usually convert post fix expression evaluate using stack,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,converted postfix,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,interpreted postfix implementing stack,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,first converted equivalent postfix expression read computer,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,computer translates expression postfix expression solves,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,postfix format,4.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,use parenthesis stack determine evaluation need made first,3.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,throwing variable postfix expression operand onto parenthesis regulated stack end parenthesis enough variable operate encountered,4.5
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,passed function leading term,1.5
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,hard time explaining show instead start expression like 5 + 2 5 + 400 2 + 3 push item get happens perform operation reach complete 7 5 + 400 2 + 3 expression perform last step 35 + 400 2 + 3 stack repeat again 35 + 400 5 stack repeat 35 + 80 stack repeat 115 stack returned,2.5
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,expression converted postfix form,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,converting postfix putting operation stack,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,computer convert expression postfix form evaluates postfix expression,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,converted postfix computer operand stay order operator always follow operand,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,pointer reference memory location,1.5
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,convert postfix form evaluation,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,convert postfix expression evaluate postfix expression,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,operand entered computer push onto stack operator entered computer applies top two operand stack pop operand stack push result operation onto stack,4.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,convert expression postfix expression push number onto stack pop needed,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,converted postfix e 3 + 2 changed 32 +,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,transformed post fix stack,5.0
8.6,How are infix expressions evaluated by computers?,first converted postfix form followed evaluation postfix expression,writing arithmetic called notation binary operator like written two operand + b two alternative form notation used certain situation one prefix notation operator written operand prefix notation sum b written + b notation used write function call mathematics computer science also used lisp scheme programming language postfix notation operator written operand sum b written b + may seen reverse polish notation postfix notation form conceptual basis way arithmetic computer one important characteristic postfix prefix notation unambiguous parenthesis needed indicate order operation,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,isemptry determines full pop remove top looking search compare data looking,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,keep using peek get top see top popping top peek get top provides looking,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,push add node top leaving previous node pop remove return current top node,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,using linked list stack temp retain value use pop function pop compare looking push temp repeat found pop temp back onto regular complete,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop item top looking end empty never found item exist may also necessary save popped value case want recreate,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,implemented using array could simply search array item implemented using linked list pop value either value found empty item put back list,4.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop item compare item item found item removed,3.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop one check see desired push onto another finished pop item second push back onto first ensure order element maintained,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,basically pop,3.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,iterate checking number current,1.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop push,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop element push popped element back,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,keep popping node storing alternate found pop push previously popped node back onto,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,either traverse entire list pop part create pointer system automatically point,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,depends type true haft pop element want push element removed back order removed java style peek function return wanted instead requiring excessive action required true,5.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,top item pop repeat item found empty,3.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,could traverse list array,2.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop operation go throughout,3.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,create stack push empty pop boolean return value,3.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,traverse popping search,3.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop another storage desired found,4.0
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop operation,2.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop element push back,4.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,function keep track element popped function put popped element backing function,4.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,pop compare looking push back lost,4.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,search list element dont really understand question asking clear,1.5
8.7,What operations would you need to perform to find a given element on a stack?,pop element store another stack element found push back element original stack,stack push stack pop stack is empty,3.0
9.1,What is a queue?,data structure store element property last item added last removed first first,data structure c collection data kept order first first,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,list object particular order read one time starting first followed second,4.0
9.1,What is a queue?,data structure store element property last item added last removed first first,abstract data structure operation performed end giving first first behavior,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,store set element particular order principle operation fifo first first mean first element inserted first one removed,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,at whose first inserted item first item removed us fifo idea item enter back leave front,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,last last architecture work way line bank would work person waiting longest get served first,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,data structure store element first first order,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,waiting list item operation fifo first first order,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,similar array except data accessed sequentially rather random unlike stack follows fifo first first,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,particular kind collection entity collection kept order principal operation collection addition entity rear terminal position removal entity front terminal position first first fifo method,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,like linked list first first,4.5
9.1,What is a queue?,data structure store element property last item added last removed first first,fifo data structure,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,first first data structure,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,like stack us linked list stack little differently fifo first thing enqueue first thing dequeue,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,first first abstract data type used store value,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,store set element particular order first first principle,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,object store element order follows first first first element added first one come,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,queue list store set element particular order stack principle case first first first element inserted first element removed,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,finite ordered list zero element based upon first first,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,data structure performs operation order first first fifo,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,first first data structure first element added also first removed,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,buffer store element particular order,3.5
9.1,What is a queue?,data structure store element property last item added last removed first first,store set element first element first element removed,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,data structure remove node head add node tail,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,list thing follows first first behavior,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,storage container hold object first first priority,5.0
9.1,What is a queue?,data structure store element property last item added last removed first first,another data structure physical analogy line bank go bank customer go rear end line customer come line e serviced front line,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue add data dequeue deletes data,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue insert specified element head specified dequeue remove specified element,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue insert item back dequeue remove item front,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue dequeue,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue dequeue,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue dequeue,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,enqueue insert dequeue remove element,5.0
9.2,What are the two main functions defined by a queue?,enqueue dequeue,remove item added first add item back,5.0
